,total_return,ann_return,ann_vol,sharpe
Strategy,0.3528009403232142,0.6313373615840017,0.5209203783101899,0.9404041328633214
Benchmark60/40,0.11680518391442885,0.13548056567689937,0.12447751541209208,1.0209715575072364
