asset,mean_daily_ret,daily_vol,ann_return,ann_vol,sharpe,VaR_95,VaR_99
TSLA,0.001828134143297767,0.03728539506692714,0.5845004992748184,0.5918872972913023,0.778340414162166,0.05466309946643584,0.09273596617305534
BND,7.777511273126452e-05,0.003459563565729469,0.019791878996661127,0.0549188690384402,0.3568778591299869,0.004899505431378248,0.008784851565752481
SPY,0.0005747796594240379,0.011490569345373621,0.15581169489259405,0.1824071334624051,0.7940724215410722,0.017194922217651717,0.033142415553502495
