Date,0
2024-08-01,0.9523375022962299
2024-08-02,0.9198529553220982
2024-08-05,0.8851445191484609
2024-08-06,0.8930915981503925
2024-08-07,0.8652414044390279
2024-08-08,0.8930312443513124
2024-08-09,0.89779848042852
2024-08-12,0.8906158314672448
2024-08-13,0.9261169386952223
2024-08-14,0.9083926239989839
2024-08-15,0.9513407347505178
2024-08-16,0.9578184749227182
2024-08-19,0.9800775641220763
2024-08-20,0.9748747619731486
2024-08-21,0.9822792197056851
2024-08-22,0.9434228373290997
2024-08-23,0.9751190952270555
2024-08-26,0.9537917303610035
2024-08-27,0.9425798058945735
2024-08-28,0.9305112695289686
2024-08-29,0.9321031611232816
2024-08-30,0.9582690285060829
2024-09-03,0.9411641197142632
2024-09-04,0.9661656269519944
2024-09-05,0.9962424654424692
2024-09-06,0.9355443215773055
2024-09-09,0.9552260098399923
2024-09-10,0.9851851834733438
2024-09-11,0.9942689847715163
2024-09-12,1.0019573566226505
2024-09-13,1.0051427974123148
2024-09-16,0.9956700442944276
2024-09-17,0.998931980879641
2024-09-18,0.995985977491775
2024-09-19,1.0496919332740966
2024-09-20,1.0331505087596118
2024-09-23,1.0672720919824448
2024-09-24,1.0802207716706127
2024-09-25,1.0870094667544246
2024-09-26,1.0807875993389247
2024-09-27,1.0975398900016415
2024-09-30,1.102284994343352
2024-10-01,1.0889317940334433
2024-10-02,1.0643252243234038
2024-10-03,1.0403500632606757
2024-10-04,1.0701919643627416
2024-10-07,1.041014735861597
2024-10-08,1.0547845380568337
2024-10-09,1.0476221026145698
2024-10-10,1.0405230491682393
2024-10-11,0.9831051082725285
2024-10-14,0.989905446743932
2024-10-15,0.9884367312853067
2024-10-16,0.9950977319298325
2024-10-17,0.9938375451693711
2024-10-18,0.9946103540576775
2024-10-21,0.9886058266860512
2024-10-22,0.9858310668670155
2024-10-23,0.9699568273740581
2024-10-24,1.1093138529903717
2024-10-25,1.1333670360512478
2024-10-28,1.1162477139038367
2024-10-29,1.108586175812728
2024-10-30,1.1019320861737572
2024-10-31,1.0729345947868778
2024-11-01,1.0720742196938131
2024-11-04,1.054032046700208
2024-11-05,1.0828060836645959
2024-11-06,1.1963218772164244
